"sample_name","sample_id_PPR","unique_replicate_id","RUSH ID #","batch_id","sample_id","replicate_id","RUSH Project Batch Name","figure","Figure","George Figure number","experiment_type","sampling_device","bar_name","location","environment","extraction_method","control_type","environmental_sample","control_sample","dna_kit","microbial_type","sample_reads","bar_fill","bar_type_2","bar_type","bar_color","bar_axis_2","bar_axis","percent_recovery_dpcr","percent_recovery_qpcr","copies_original_dpcr_log10","copies_original_qpcr_log10","copies_rxn_dpcr_log10","copies_rxn_qpcr_log10","copies_original_dpcr","copies_original_qpcr","copies_rxn_dpcr","copies_rxn_qpcr","16s_rrna_copy_sample","16s_rrna_copy_rxn","cq_se_rxn","cq_sd_rxn","cq_mean_rxn","quantity_sd_ng_rxn","quantity_mean_sample","quantity_mean_ng_rxn","qpcr_volume_ul","dna_eluent_volume_ul","cell_count_estimate","cell_concentration","surface_area_cm2","processing_volume_ul","processing_solution","concentrated","sample_type","extraction_handling","sample_number","date","Total Copies in Orginal Sample (50uL) [dPCR copies*dil*50]","Total Copies in Undiluted Sample (1 µL) [Dil*dPCR Copies]","Final Dilution ","Digital Comments","Copies in Sample [dPCR]","Conversion factor","Total volume [¬µl]","Template volume [¬µl]","Volume per well [¬µl]","Threshold","Partitions (Negative)","Partitions (Positive)","Partitions (Valid)","CI (95%)","Conc. [cp/¬µL] (dPCR reaction)","Exp Type","Cell Count (Cells/50 ¬µL","Sample Description","DNA Qubit (ng/uL)","Project Name ID","Sequencing Name ID ","experiment","table_file","project_name"
"3_PCM_R_1","1790XT_05_3_PCM_R_1_S89","3-PCM-1","3-PCM-R-1","batch_3","3_PCM_R_1","rep_1","1st Exp -135-1790XT - High Abundance","",NA,NA,"metal_deposition","NA",NA,"NA","lab","mag_beads","positive_control","no","yes","maxwell","atcc",592,NA,NA,NA,NA,NA,NA,0,"NA",NA,8.38328223414291,NA,6.98534222547087,"TNTC","241703107.56305599","TNTC","9668124.3025222402","241703107.56305599","9668124.3025222402","6.9090599438307922","11.966842855253905","22.685696562761461","6.1499311125701084","175.59225615626102","7.0236902462504407",2,50,"10328956.244485943","2000000","25",100,"water","no","2.00E+6","automated",62,2023-10-30,"TNTC","TNTC","20","Sample Exhausted for rerun, Oversaturated ",NA,6,12,2,2.889,7.75,0,8261,8261,"-","-",NA,NA,"ATCC microbial community positive control (no centrifugation)","3.5118","1790XT_05","1790XT_05_3-PCM-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"3_PCM_R_2","1790XT_06_3_PCM_R_2_S90","3-PCM-2","3-PCM-R-2","batch_3","3_PCM_R_2","rep_2","1st Exp -135-1790XT - High Abundance","",NA,NA,"metal_deposition","NA",NA,"NA","lab","mag_beads","positive_control","no","yes","maxwell","atcc",44315646,NA,NA,NA,NA,NA,NA,100,"NA",7.88817949391832,8.64317779130137,6.18897907822903,7.24523778262934,"77300000","439721591.64540702","1545179.9999999998","17588863.665816281","439721591.64540702","17588863.665816281","0.32858351656799939","0.56912334522542485","15.498603142796085","4.4594489515594553","319.44854634314521","12.777941853725808",2,50,"18791090.961361483","2000000","25",100,"water","no","2.00E+6","automated",63,2023-10-30,"77300000","1545179.9999999998","1300",NA,1188.6,6,12,2,2.889,9.13,7591,528,8119,"8.5000000000000006E-2","198.1",NA,NA,"ATCC microbial community positive control (no centrifugation)","6.3890000000000002","1790XT_06","1790XT_06_3-PCM-R-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"4_PCM_R_1","1790XT_07_4_PCM_R_1_S91",NA,"4-PCM-R-1",NA,"4_PCM_R_1",NA,"1st Exp -135-1790XT - High Abundance","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39224326,NA,NA,NA,NA,NA,NA,NA,NA,7.77305469336426,NA,6.07396016854482,NA,"59300000",NA,"1185660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59300000","1185660","700",NA,1693.8,6,12,2,2.889,7.75,7507,755,8262,"7.0999999999999994E-2","282.3",NA,NA,"ATCC microbial community positive control (no centrifugation)","3.5118","1790XT_07","1790XT_07_4-PCM-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"4_PCM_R_2","1790XT_08_4_PCM_R_2_S92",NA,"4-PCM-R-2",NA,"4_PCM_R_2",NA,"1st Exp -135-1790XT - High Abundance","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29570482,NA,NA,NA,NA,NA,NA,NA,NA,8.07918124604763,NA,6.37937441913355,NA,"120000000",NA,"2395380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"120000000","2395380","1300",NA,1842.6,6,12,2,2.889,7.75,7425,816,8241,"6.9000000000000006E-2","307.10000000000002",NA,NA,"ATCC microbial community positive control (no centrifugation)","6.3890000000000002","1790XT_08","1790XT_08_4-PCM-R-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"3_SHR_PCn_R_1","1790XT_09_3_SHR_PCn_R_1_S93","3-SHR-PCn-1","3-SHR-PCn-R-1","batch_3","3_SHR_PCn_R_1","rep_1","1st Exp -135 -1790XT-Low Abundance","",NA,NA,"metal_deposition","NA",NA,"NA","lab","mag_beads","positive_control","no","yes","maxwell","atcc",22341468,NA,NA,NA,NA,NA,NA,NA,NA,8.26007138798508,8.39589982299345,6.56010757433231,6.99795981432142,"182000000","248828328.95233196","3631680","9953133.1580932792","248828328.95233196","9953133.1580932792","5.1455793483398772E-2","8.9124048657018215E-2","14.422481150565496","NA","180.76858058158689","7.2307432232634756",2,50,"10633445.916563936","2000000","NA",100,"water","yes","2.00E+6","automated",88,2023-11-15,"182000000","3631680","600","Measured Conc was not representative of abundance",6052.8,6,12,2,2.889,7.75,5820,2377,8197,"0.04","1008.8",NA,NA,"ATCC microbial community positive control (no centrifugation)","0","1790XT_09","1790XT_09_3-SHR-PCn-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"3_NTC_R_1","1790XT_100_3_NTC_R_1_S165","3-NTC-1","3-NTC-R-1","batch_3","3_NTC_R_1","rep_1","1st Exp -135 -1790XT-Low Abundance","2","2","Figure 2 [Bar 10]","limit_of_detection","NA","NTC","NA","lab","NA","no_template_control","no","yes","NA","NA",62,"gray3","Mastermix","Mastermix","NTC","NTC","NTC",NA,NA,2.53402610605613,2.41951222577373,0.834674974462744,1.02157221710169,"342","262.73154866822136","6.8339999999999996","10.509261946728854","262.73154866822136","10.509261946728854","0.77134418401999949","1.3360073168453968","36.745890671497378","6.2452660699889175E-6","1.9086897913402312E-4","7.6347591653609243E-6",2,50,"11.227587007883713","NA","NA",100,"NA","no","no_template_control","NA",111,2023-11-20,"342","6.8339999999999996","1",NA,6.834,6,12,2,2.731,11.07,8204,3,8207,"1.0640000000000001","1.1000000000000001",NA,NA,"No DNA template control (NTC)","0","1790XT_100","1790XT_100_3-NTC-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"1MSc_R_NR_1","1790XT_101_1MSc_R_NR_1_S166",NA,"1MSc-R-NR-1",NA,"1MSc_R_NR_1",NA,"1st Exp -135-1790XT - High Abundance","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,NA,NA,NA,NA,NA,NA,NA,NA,2.53147891704225,NA,0.831997677235896,NA,"340",NA,"6.7919999999999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"340","6.7919999999999998","1",NA,6.792,6,12,2,2.745,10.67,8218,3,8221,"1.0640000000000001","1.1000000000000001",NA,NA,"Sample collection device Cotton control (SDC)","7.4999999999999997E-3","1790XT_101","1790XT_101_1MSc-R-NR-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"1MSc_R_NR_2","1790XT_102_1MSc_R_NR_2_S167",NA,"1MSc-R-NR-2",NA,"1MSc_R_NR_2",NA,"1st Exp -135-1790XT - High Abundance","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,NA,NA,NA,NA,NA,2.97772360528885,NA,1.27852496473702,NA,"950",NA,"18.989999999999998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"950","18.989999999999998","1",NA,18.99,6,12,2,2.605,10.67,8252,8,8260,"0.69299999999999995","3.2",NA,NA,"Sample collection device Cotton control (SDC)","9.7999999999999997E-3","1790XT_102","1790XT_102_1MSc-R-NR-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"1MSm_R_NR_1","1790XT_103_1MSm_R_NR_1_S168",NA,"1MSm-R-NR-1",NA,"1MSm_R_NR_1",NA,"1st Exp -135-1790XT - High Abundance","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,302,NA,NA,NA,NA,NA,NA,NA,NA,2.69108149212297,NA,0.992199929795585,NA,"491",NA,"9.8219999999999992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"491","9.8219999999999992","1",NA,9.822,6,12,2,2.583,10.67,8049,4,8053,"0.98","1.6",NA,NA,"Sample collection device Macrofoam control (SDM)","2.8999999999999998E-3","1790XT_103","1790XT_103_1MSm-R-NR-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"2_Msc_DCCA_R_1","1790XT_104_2_Msc_DCCA_R_1_S169","2-Msc-DCCA-1","2-Msc-DCCA-R-1","batch_2","2_Msc_DCCA_R_1","rep_1","1st Exp -135 -1790XT-Low Abundance","2","2","Figure 2 [Bar 5]","metal_deposition","cotton","Cotton Dry + Metal","NA","lab","mag_beads","dry_sampling_blank","no","yes","maxwell","NA",92,"gray1","Metal Dry","Metal","Cotton","Cotton","Cotton Dry",NA,NA,3.01703333929878,2.709339379567,1.31985527366793,1.31139937089496,"1040","512.08184575418534","20.885999999999999","20.483273830167409","512.08184575418534","20.483273830167409","0.40514132991244312","0.70172536765437599","36.071780190689786","5.7821635334166801E-6","3.7201675865578996E-4","1.4880670346231598E-5",2,50,"21.883338744458232","NA","25",100,"water","yes","NA","automated",73,2023-11-15,"1040","20.885999999999999","1",NA,20.886,6,12,2,2.664,11.07,8254,9,8263,"0.65300000000000002","3.5",NA,NA,"Sample collection device Cotton control (SDC)","0","1790XT_104","1790XT_104_2-Msc-DCCA-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"2_Msc_DCCA_R_2","1790XT_105_2_Msc_DCCA_R_2_S170","2-Msc-DCCA-2","2-Msc-DCCA-R-2","batch_2","2_Msc_DCCA_R_2","rep_2","1st Exp -135 -1790XT-Low Abundance","2","2","Figure 2 [Bar 5]","metal_deposition","cotton","Cotton Dry + Metal","NA","lab","mag_beads","dry_sampling_blank","no","yes","maxwell","NA",102,"gray1","Metal Dry","Metal","Cotton","Cotton","Cotton Dry",NA,NA,2.85247999363686,2.55521215083638,1.15363196500222,1.15727214216435,"712","359.09730917361981","14.244","14.363892366944791","359.09730917361981","14.363892366944791","0.86606267127790759","1.5000645491921589","36.922525414190403","6.506556056130368E-6","2.6087669013932085E-4","1.0435067605572835E-5",2,50,"15.345687655254167","NA","25",100,"water","yes","NA","automated",74,2023-11-15,"712","14.244","1",NA,14.244,6,12,2,2.616,11.07,8219,6,8225,"0.8","2.4",NA,NA,"Sample collection device Cotton control (SDC)","0","1790XT_105","1790XT_105_2-Msc-DCCA-R-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"2_Msc_DCCA_R_3","1790XT_106_2_Msc_DCCA_R_3_S171","2-Msc-DCCA-3","2-Msc-DCCA-R-3","batch_2","2_Msc_DCCA_R_3","rep_3","1st Exp -135 -1790XT-Low Abundance","2","2","Figure 2 [Bar 5]","metal_deposition","cotton","Cotton Dry + Metal","NA","lab","mag_beads","dry_sampling_blank","no","yes","maxwell","NA",782,"gray1","Metal Dry","Metal","Cotton","Cotton","Cotton Dry",NA,NA,2.37291200297011,NA,0.674125982742708,NA,"236","NA","4.7220000000000004","NA","NA","NA","7.1210224784933468E-2","0.10070646567048963","37.928789775214604","NA","NA","NA",2,50,"NA","NA","25",100,"water","yes","NA","automated",75,2023-11-15,"236","4.7220000000000004","1",NA,4.722,6,12,2,2.62,11.07,8254,2,8256,"1.1910000000000001","0.8",NA,NA,"Sample collection device Cotton control (SDC)","0","1790XT_106","1790XT_106_2-Msc-DCCA-R-3","PPR","Merged_Genus_raw_abund.csv","PPR"
"2_Msc_DCCA_R_4","1790XT_107_2_Msc_DCCA_R_4_S172","2-Msc-DCCA-4","2-Msc-DCCA-R-4","batch_2","2_Msc_DCCA_R_4","rep_4","1st Exp -135 -1790XT-Low Abundance","2","2","Figure 2 [Bar 5]","metal_deposition","cotton","Cotton Dry + Metal","NA","lab","mag_beads","dry_sampling_blank","no","yes","maxwell","NA",1542,"gray1","Metal Dry","Metal","Cotton","Cotton","Cotton Dry",NA,NA,0,2.56770060459145,0,1.16976059591941,"0","369.5733142306882","0","14.782932569227526","369.5733142306882","14.782932569227526","0.63174194539922202","1.0942091467038559","36.772191274633201","7.6410093752576607E-6","2.6848728886939778E-4","1.0739491554775911E-5",2,50,"15.793369933493988","NA","25",100,"water","yes","NA","automated",76,2023-11-15,"0","0","1",NA,0,6,12,2,2.624,11.07,8153,0,8153,"-","0",NA,NA,"Sample collection device Cotton control (SDC)","0","1790XT_107","1790XT_107_2-Msc-DCCA-R-4","PPR","Merged_Genus_raw_abund.csv","PPR"
"3_Msc_DCCA_R_1","1790XT_108_3_Msc_DCCA_R_1_S173","3-Msc-DCCA-1","3-Msc-DCCA-R-1","batch_3","3_Msc_DCCA_R_1","rep_1","1st Exp -135 -1790XT-Low Abundance","2","2","Figure 2 [Bar 5]","metal_deposition","cotton","Cotton Dry + Metal","NA","lab","mag_beads","dry_sampling_blank","no","yes","maxwell","NA",348,"gray1","Metal Dry","Metal","Cotton","Cotton","Cotton Dry",NA,NA,2.77232170672292,2.64306432488991,1.07349839871726,1.24512431621787,"592","439.6067223207009","11.843999999999999","17.584268892828035","439.6067223207009","17.584268892828035","0.59331299999999998","1.027649","35.740110000000001","7.2841852059635128E-6","3.1936509617946441E-4","1.2774603847178575E-5",2,50,"18.786182128203787","NA","25",100,"water","yes","NA","automated",97,2023-11-20,"592","11.843999999999999","1",NA,11.844,6,12,2,2.609,11.07,8261,5,8266,"0.877","2",NA,NA,"Sample collection device Cotton control (SDC)","0","1790XT_108","1790XT_108_3-Msc-DCCA-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"3_Msc_DCCA_R_2","1790XT_109_3_Msc_DCCA_R_2_S174","3-Msc-DCCA-2","3-Msc-DCCA-R-2","batch_3","3_Msc_DCCA_R_2","rep_2","1st Exp -135 -1790XT-Low Abundance","2","2","Figure 2 [Bar 5]","metal_deposition","cotton","Cotton Dry + Metal","NA","lab","mag_beads","dry_sampling_blank","no","yes","maxwell","NA",130,"gray1","Metal Dry","Metal","Cotton","Cotton","Cotton Dry",NA,NA,2.84757265914211,2.39753350496249,1.14866433998224,0.999593496290449,"704","249.76610713456969","14.082000000000001","9.9906442853827873","249.76610713456969","9.9906442853827873","0.35549700000000001","0.61573900000000004","36.542290000000001","2.9455301114473182E-6","1.8144985683183238E-4","7.2579942732732948E-6",2,50,"10.673520990107788","NA","25",100,"water","yes","NA","automated",98,2023-11-20,"704","14.082000000000001","1",NA,14.082,6,12,2,2.634,11.07,8257,6,8263,"0.8","2.2999999999999998",NA,NA,"Sample collection device Cotton control (SDC)","0","1790XT_109","1790XT_109_3-Msc-DCCA-R-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"3_SHR_PCn_R_2","1790XT_10_3_SHR_PCn_R_2_S94","3-SHR-PCn-2","3-SHR-PCn-R-2","batch_3","3_SHR_PCn_R_2","rep_2","1st Exp -135 -1790XT-Low Abundance","",NA,NA,"metal_deposition","NA",NA,"NA","lab","mag_beads","positive_control","no","yes","maxwell","atcc",28630018,NA,NA,NA,NA,NA,NA,NA,NA,8.43775056282039,8.45548373515198,6.73860300036063,7.05754372647994,"274000000","285419561.87436616","5477760","11416782.474974645","285419561.87436616","11416782.474974645","0.27381747568808279","0.47426577989201524","14.196622373137407","NA","207.35134655882214","8.2940538623528859",2,50,"12197138.032871891","2000000","NA",100,"water","no","2.00E+6","automated",89,2023-11-15,"274000000","5477760","600","Measured Conc was not representative of abundance",9129.6,6,12,2,2.889,8.69,4920,3327,8247,"3.4000000000000002E-2","1521.6",NA,NA,"ATCC microbial community positive control (no centrifugation)","0","1790XT_10","1790XT_10_3-SHR-PCn-R-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"3_Msc_DCCA_R_3","1790XT_110_3_Msc_DCCA_R_3_S175","3-Msc-DCCA-3","3-Msc-DCCA-R-3","batch_3","3_Msc_DCCA_R_3","rep_3","1st Exp -135 -1790XT-Low Abundance","2","2","Figure 2 [Bar 5]","metal_deposition","cotton","Cotton Dry + Metal","NA","lab","mag_beads","dry_sampling_blank","no","yes","maxwell","NA",92,"gray1","Metal Dry","Metal","Cotton","Cotton","Cotton Dry",NA,NA,2.53781909507327,2.52140136570607,0.838471279071929,1.12346135703404,"345","332.20132911839443","6.8940000000000001","13.288053164735777","332.20132911839443","13.288053164735777","0.70801099999999995","1.2263109999999999","36.278289999999998","6.4308392555206315E-6","2.4133732274331522E-4","9.6534929097326094E-6",2,50,"14.196313102547954","NA","25",100,"water","yes","NA","automated",99,2023-11-20,"345","6.8940000000000001","1",NA,6.894,6,12,2,2.709,11.07,8204,3,8207,"1.0640000000000001","1.1000000000000001",NA,NA,"Sample collection device Cotton control (SDC)","0","1790XT_110","1790XT_110_3-Msc-DCCA-R-3","PPR","Merged_Genus_raw_abund.csv","PPR"
"3_Msc_DCCA_R_4","1790XT_111_3_Msc_DCCA_R_4_S176","3-Msc-DCCA-4","3-Msc-DCCA-R-4","batch_3","3_Msc_DCCA_R_4","rep_4","1st Exp -135 -1790XT-Low Abundance","2","2","Figure 2 [Bar 5]","metal_deposition","cotton","Cotton Dry + Metal","NA","lab","mag_beads","dry_sampling_blank","no","yes","maxwell","NA",78,"gray1","Metal Dry","Metal","Cotton","Cotton","Cotton Dry",NA,NA,2.75511226639507,2.54256385879569,1.05644745847492,1.14462385012365,"569","348.78986653528682","11.388","13.951594661411473","348.78986653528682","13.951594661411473","0.44179600000000002","0.76521300000000003","36.042029999999997","5.0955409997458158E-6","2.5338854848357508E-4","1.0135541939343003E-5",2,50,"14.905208734327946","NA","25",100,"water","yes","NA","automated",100,2023-11-20,"569","11.388","1",NA,11.388,6,12,2,2.725,11.07,8226,5,8231,"0.877","1.9",NA,NA,"Sample collection device Cotton control (SDC)","0","1790XT_111","1790XT_111_3-Msc-DCCA-R-4","PPR","Merged_Genus_raw_abund.csv","PPR"
"1MSm_R_NR_2","1790XT_112_1MSm_R_NR_2_S177",NA,"1MSm-R-NR-2",NA,"1MSm_R_NR_2",NA,"1st Exp -135-1790XT - High Abundance","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,2.77887447200274,NA,1.07983219967722,NA,"601",NA,"12.018000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"601","12.018000000000001","1",NA,12.018,6,12,2,2.57,10.67,8262,5,8267,"0.877","2",NA,NA,"Sample collection device Macrofoam control (SDM)","3.8999999999999998E-3","1790XT_112","1790XT_112_1MSm-R-NR-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"2_Msc_DCMA_R_1","1790XT_113_2_Msc_DCMA_R_1_S178","2-Msm-DCMA-1","2-Msc-DCMA-R-1","batch_2","2_Msc_DCMA_R_1","rep_1","1st Exp -135 -1790XT-Low Abundance","2","2","Figure 2 [Bar 6]","metal_deposition","macrofoam","Macrofoam Dry + Metal","NA","lab","mag_beads","dry_sampling_blank","no","yes","maxwell","NA",52,"gray3","Metal Dry","Metal","Macrofoam","Macrofoam","Macrofoam Dry",NA,NA,2.84571801796666,2.48442563819778,1.14643813528577,1.08648562952574,"701","305.08835987715503","14.01","12.203534395086201","305.08835987715503","12.203534395086201","0.26929130904824178","0.46642622930828725","36.872607050180171","2.3423666194917225E-6","2.2164031723864865E-4","8.8656126895459458E-6",2,50,"13.037665719920509","NA","25",100,"water","yes","NA","automated",79,2023-11-15,"701","14.01","1",NA,14.01,6,12,2,2.646,11.07,8260,6,8266,"0.8","2.2999999999999998",NA,NA,"Sample collection device Macrofoam control (SDM)","0","1790XT_113","1790XT_113_2-Msc-DCMA-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"2_Msc_DCMA_R_2","1790XT_114_2_Msc_DCMA_R_2_S179","2-Msm-DCMA-2","2-Msc-DCMA-R-2","batch_2","2_Msc_DCMA_R_2","rep_2","1st Exp -135 -1790XT-Low Abundance","2","2","Figure 2 [Bar 6]","metal_deposition","macrofoam","Macrofoam Dry + Metal","NA","lab","mag_beads","dry_sampling_blank","no","yes","maxwell","NA",76,"gray3","Metal Dry","Metal","Macrofoam","Macrofoam","Macrofoam Dry",NA,NA,0,2.3461238065965,0,0.948183797924458,"0","221.8828862783003","0","8.8753154511320123","221.8828862783003","8.8753154511320123","0.68428378296970815","1.1852142788989692","37.5929454136324","3.4903137438768636E-6","1.6119327962676539E-4","6.4477311850706155E-6",2,50,"9.4819576251038455","NA","25",100,"water","yes","NA","automated",80,2023-11-15,"0","0","1",NA,0,6,12,2,2.643,11.07,8269,0,8269,"-","0",NA,NA,"Sample collection device Macrofoam control (SDM)","0","1790XT_114","1790XT_114_2-Msc-DCMA-R-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"2_Msc_DCMA_R_3","1790XT_115_2_Msc_DCMA_R_3_S180","2-Msm-DCMA-3","2-Msc-DCMA-R-3","batch_2","2_Msc_DCMA_R_3","rep_3","1st Exp -135 -1790XT-Low Abundance","2","2","Figure 2 [Bar 6]","metal_deposition","macrofoam","Macrofoam Dry + Metal","NA","lab","mag_beads","dry_sampling_blank","no","yes","maxwell","NA",162,"gray3","Metal Dry","Metal","Macrofoam","Macrofoam","Macrofoam Dry",NA,NA,2.67669360962487,2.66293134991736,0.977632165245999,1.26499134124532,"475","460.18382535181001","9.4979999999999993","18.407353014072399","460.18382535181001","18.407353014072399","0.48771925727690191","0.84475453343335094","36.282929520372164","5.741049766993795E-6","3.3431393147919123E-4","1.337255725916765E-5",2,50,"19.665525381128898","NA","25",100,"water","yes","NA","automated",81,2023-11-15,"475","9.4979999999999993","1",NA,9.498,6,12,2,2.604,11.07,8257,4,8261,"0.98","1.6",NA,NA,"Sample collection device Macrofoam control (SDM)","0","1790XT_115","1790XT_115_2-Msc-DCMA-R-3","PPR","Merged_Genus_raw_abund.csv","PPR"
"2_Msc_DCMA_R_4","1790XT_116_2_Msc_DCMA_R_4_S181","2-Msm-DCMA-4","2-Msc-DCMA-R-4","batch_2","2_Msc_DCMA_R_4","rep_4","1st Exp -135 -1790XT-Low Abundance","2","2","Figure 2 [Bar 6]","metal_deposition","macrofoam","Macrofoam Dry + Metal","NA","lab","mag_beads","dry_sampling_blank","no","yes","maxwell","NA",88,"gray3","Metal Dry","Metal","Macrofoam","Macrofoam","Macrofoam Dry",NA,NA,0,2.477160831093,0,1.07922082242096,"0","300.02733963586729","0","12.001093585434692","300.02733963586729","12.001093585434692","0.12709522075331675","0.220135379743927","36.867920301876737","1.175527193471299E-6","2.1796359180644304E-4","8.7185436722577213E-6",2,50,"12.821387753320179","NA","25",100,"water","yes","NA","automated",82,2023-11-15,"0","0","1",NA,0,6,12,2,2.614,11.07,8202,0,8202,"-","0",NA,NA,"Sample collection device Macrofoam control (SDM)","0","1790XT_116","1790XT_116_2-Msc-DCMA-R-4","PPR","Merged_Genus_raw_abund.csv","PPR"
"3_Msc_DCMA_R_1","1790XT_117_3_Msc_DCMA_R_1_S182","3-Msm-DCMA-1","3-Msc-DCMA-R-1","batch_3","3_Msc_DCMA_R_1","rep_1","1st Exp -135 -1790XT-Low Abundance","2","2","Figure 2 [Bar 6]","metal_deposition","macrofoam","Macrofoam Dry + Metal","NA","lab","mag_beads","dry_sampling_blank","no","yes","maxwell","NA",54,"gray3","Metal Dry","Metal","Macrofoam","Macrofoam","Macrofoam Dry",NA,NA,2.70156798505593,2.66526612783537,1.00216606175651,1.26732611916333,"503","462.66444699027545","10.050000000000001","18.506577879611019","462.66444699027545","18.506577879611019","0.44014138442106343","0.76234724033098655","35.567488103248003","5.7915423886088367E-6","3.3611605125563875E-4","1.344464205022555E-5",2,50,"19.771532426802281","NA","25",100,"water","yes","NA","automated",103,2023-11-20,"503","10.050000000000001","1",NA,10.05,6,12,2,2.562,11.07,7932,4,7936,"0.98","1.7",NA,NA,"Sample collection device Macrofoam control (SDM)","0","1790XT_117","1790XT_117_3-Msc-DCMA-R-1","PPR","Merged_Genus_raw_abund.csv","PPR"
"3_Msc_DCMA_R_2","1790XT_118_3_Msc_DCMA_R_2_S183","3-Msm-DCMA-2","3-Msc-DCMA-R-2","batch_3","3_Msc_DCMA_R_2","rep_2","1st Exp -135 -1790XT-Low Abundance","2","2","Figure 2 [Bar 6]","metal_deposition","macrofoam","Macrofoam Dry + Metal","NA","lab","mag_beads","dry_sampling_blank","no","yes","maxwell","NA",56,"gray3","Metal Dry","Metal","Macrofoam","Macrofoam","Macrofoam Dry",NA,NA,2.07188200730613,2.53634240789804,0.371437317404101,1.138402399226,"118","343.82892380619427","2.3519999999999999","13.753156952247771","343.82892380619427","13.753156952247771","0.73441048463363545","1.2720362729967387","36.29092873999155","8.2917769308264813E-6","2.4978452727240338E-4","9.9913810908961358E-6",2,50,"14.693207486611964","NA","25",100,"water","yes","NA","automated",104,2023-11-20,"118","2.3519999999999999","1",NA,2.352,6,12,2,2.632,11.07,8253,1,8254,"1.4750000000000001","0.4",NA,NA,"Sample collection device Macrofoam control (SDM)","0","1790XT_118","1790XT_118_3-Msc-DCMA-R-2","PPR","Merged_Genus_raw_abund.csv","PPR"
"3_Msc_DCMA_R_3","1790XT_119_3_Msc_DCMA_R_3_S184","3-Msm-DCMA-3","3-Msc-DCMA-R-3","batch_3","3_Msc_DCMA_R_3","rep_3","1st Exp -135 -1790XT-Low Abundance","2","2","Figure 2 [Bar 6]","metal_deposition","macrofoam","Macrofoam Dry + Metal","NA","lab","mag_beads","dry_sampling_blank","no","yes","maxwell","NA",7746,"gray3","Metal Dry","Metal","Macrofoam","Macrofoam","Macrofoam Dry",NA,NA,3.29225607135648,2.57922936059609,1.59333038052306,1.18128935192405,"1960","379.5153625792575","39.204000000000001","15.1806145031703","379.5153625792575","15.1806145031703","9.6830922970090341E-2","0.16771607832798471","35.783822830710101","1.1169885124080529E-6","2.7570997921020973E-4","1.102839916840839E-5",2,50,"16.218234071188807","NA","25",100,"water","yes","NA","automated",105,2023-11-20,"1960","39.204000000000001","1",NA,39.204,6,12,2,2.729,11.07,7628,16,7644,"0.49","6.5",NA,NA,"Sample collection device Macrofoam control (SDM)","0","1790XT_119","1790XT_119_3-Msc-DCMA-R-3","PPR","Merged_Genus_raw_abund.csv","PPR"
